0.5 0.269231 0.0379808 0.000860649
0.25 0.170264 0.00864362 5.94424e-05
0.125 0.09121 0.00206339 3.83721e-06
0.0625 0.0443572 0.000444077 2.30406e-07
0.03125 0.0218818 0.000102262 1.41129e-08
0.015625 0.0110138 2.53272e-05 8.85001e-10
0.0078125 0.00552441 6.30157e-06 5.54019e-11
0.00390625 0.0027576 1.55827e-06 3.45368e-12
0.00195312 0.00137765 3.87429e-07 2.14273e-13
0.000976562 0.000689092 9.67972e-08 1.42109e-14
0.000488281 0.000344613 2.41918e-08 3.55271e-15
0.000244141 0.000172289 6.04376e-09 8.88178e-16
0.00012207 8.61398e-05 1.51042e-09 2.88658e-15
6.10352e-05 4.30709e-05 3.77593e-10 8.21565e-15
3.05176e-05 2.15357e-05 9.43998e-11 6.43929e-15
1.52588e-05 1.07678e-05 2.3588e-11 1.33227e-14
7.62939e-06 5.38388e-06 5.89861e-12 2.66454e-15
3.8147e-06 2.69194e-06 1.50746e-12 4.37428e-14
1.90735e-06 1.34597e-06 4.1589e-13 5.17364e-14
9.53674e-07 6.72986e-07 1.13687e-13 2.13163e-14
4.76837e-07 3.36493e-07 7.08322e-14 9.34808e-14
2.38419e-07 1.68247e-07 5.39568e-14 4.92939e-14
1.19209e-07 8.41236e-08 1.4988e-13 1.5099e-13
5.96046e-08 4.20617e-08 5.77316e-15 5.32907e-15
2.98023e-08 2.10312e-08 3.46834e-13 3.46834e-13
1.49012e-08 1.05155e-08 1.11688e-13 1.11688e-13
